loggingTime(txt),loggingSample(N),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z)
2025-01-19T19:42:46.845+08:00,11,1309835.185600542,-0.011797308,0.002205867476247983,0.08080818546308674,0.06707063317298889,0.01205413322895765,0.01180804520845413,-0.027329857,0.005006253719329834,-0.002517939,XArbitraryCorrectedZVertical,0.0403988719327294,0.0008637507970860205,-0.005849252,0.9991661791596874,0.00219866749830544,-0.080720268,-0.996734381,-9.688898087,38.11508941650391,-28.89530945,-1,2
2025-01-19T19:42:46.875+08:00,12,1309835.215828542,-0.011566385,0.003129560803934068,0.08284730745702638,0.04828280210494995,0.04530597105622292,-0.00388578,-0.029989514,0.004078343510627747,0.01962125301361084,XArbitraryCorrectedZVertical,0.04142010214279361,0.001323920382116774,-0.005713392,0.9991247123502681,0.00311882165260613,-0.082752571,-0.996565223,-10.02373695,37.37408447265625,-29.25759888,-1,2
2025-01-19T19:42:46.905+08:00,13,1309835.246056542,-0.011784895,0.003865185841700788,0.08319156550462503,-0.006510578,0.0183645524084568,0.001486140536144376,-0.019019011,-0.001056485,0.01890349388122559,XArbitraryCorrectedZVertical,0.04159436709650494,0.001685858132630648,-0.005806942,0.9991162826123553,0.003851808840408921,-0.08309564,-0.996534109,-10.04886818,36.74436950683594,-29.43043518,-1,2
2025-01-19T19:42:46.935+08:00,14,1309835.276283542,-0.011747796,0.004594307511604812,0.0828465106281327,-0.005768992,0.04189205542206764,0.005262535065412521,-0.019867808,-0.001140952,0.002312242984771729,XArbitraryCorrectedZVertical,0.04142406954007206,0.002051897307069234,-0.005773683,0.9991228283355655,0.004578533582389355,-0.082751773,-0.99655968,-10.03661156,36.25473022460938,-29.22546387,-1,2
2025-01-19T19:42:46.971+08:00,15,1309835.306511542,-0.011250824,0.005042964691472567,0.08304106194811268,0.02233249880373478,0.007322533056139946,0.02522254548966885,-0.015126849,-0.003647879,-0.006144166,XArbitraryCorrectedZVertical,0.0415219837351604,0.002285765569882621,-0.005515855,0.9991197908444206,0.005025565624237061,-0.082945652,-0.996541381,-10.0872345,35.36801910400391,-29.12495422,-1,2
2025-01-19T19:42:46.996+08:00,16,1309835.336738542,-0.010792466,0.005355368404471894,0.08377854640323257,0.02005618996918201,0.02854400873184204,0.005927444435656071,-0.026988745,0.001847796142101288,0.003802597522735596,XArbitraryCorrectedZVertical,0.0418906992926636,0.002449316785271458,-0.005279322,0.9991052775368224,0.005336559843271971,-0.083680578,-0.996478319,-10.11056519,34.84171295166016,-28.87969971,-1,2
2025-01-19T19:42:47.026+08:00,17,1309835.366966542,-0.010794421,0.005843305671865677,0.08419385641955997,0.0132964514195919,0.01251718122512102,-0.002336041,-0.017846465,0.003360264003276825,-0.000736356,XArbitraryCorrectedZVertical,0.04209945651378191,0.002691880875269333,-0.005269425,0.9990959320940191,0.005822574254125357,-0.08409442,-0.996440768,-9.791801453,33.810791015625,-28.66624451,-1,2
2025-01-19T19:42:47.056+08:00,18,1309835.397194542,-0.010688236,0.006172057465128237,0.08450955036650228,-0.005474794,0.01449088845402002,0.008330347016453743,-0.016434381,-0.000948578,0.007520616054534912,XArbitraryCorrectedZVertical,0.04225787492487194,0.002857480044370726,-0.005208938,0.9990890773104564,0.006149991415441036,-0.084408991,-0.996412218,-9.98336792,33.21461486816406,-28.6190033,-1,2
2025-01-19T19:42:47.092+08:00,19,1309835.427421542,-0.010320148,0.006183553651607992,0.08423588582567312,0.0009778973180800676,-0.0034183,0.01281258929520845,-0.018475397,0.003524214029312134,-0.003045976,XArbitraryCorrectedZVertical,0.04212066984076168,0.002871723472592644,-0.005025272,0.9990957565177082,0.006161589175462723,-0.0841363,-0.996435225,-9.981199265,32.50148391723633,-28.57498169,-1,2
2025-01-19T19:42:47.116+08:00,20,1309835.457649542,-0.009955941,0.005944861967581169,0.08525217619073613,0.05921409279108047,-0.000147526,0.01189637649804354,-0.023302963,0.001942865550518036,-0.003862977,XArbitraryCorrectedZVertical,0.04262724852287864,0.002757564504087508,-0.004846743,0.9990754648517868,0.005923236720263958,-0.085148945,-0.996350646,-10.0286026,31.5333137512207,-28.45904541,-1,2
2025-01-19T19:42:47.147+08:00,21,1309835.487876542,-0.00962519,0.00594753874434515,0.08597332591436696,-0.022729469,0.001753472723066807,0.005965659394860268,-0.026738491,-0.000222541,0.0286681056022644,XArbitraryCorrectedZVertical,0.04298703748596202,0.002764171561816628,-0.004680318,0.9990608071076935,0.005925537087023258,-0.085867457,-0.996288955,-10.36537933,30.9217643737793,-28.4954834,-1,2
2025-01-19T19:42:47.177+08:00,22,1309835.518104542,-0.009606697,0.005571027950920298,0.08476636242152977,-0.034053337,-0.008440497,-0.007072072,-0.025494199,-0.002172783,0.001597285270690918,XArbitraryCorrectedZVertical,0.04238320385900336,0.002579457903120393,-0.004680976,0.9990872263604045,0.005550996400415897,-0.084664889,-0.996394038,-10.47086906,30.3759880065918,-28.29447937,-1,2
2025-01-19T19:42:47.211+08:00,23,1309835.548332542,-0.009605692,0.005668897395768542,0.08470535153423479,0.02732374146580696,0.02260796725749969,0.006402723491191864,-0.019015206,-0.004293516,-0.012802422,XArbitraryCorrectedZVertical,0.04235295629951342,0.002628519421496359,-0.004678492,0.9990883381134267,0.005648542195558548,-0.084604092,-0.996398628,-10.32185173,30.12940979003906,-28.32592773,-1,2
2025-01-19T19:42:47.237+08:00,24,1309835.578559542,-0.009112518,0.006023680601478442,0.08530068243546798,0.002374584320932627,0.007295539602637291,0.02237977087497711,-0.017018555,-0.000572272,0.009224474430084229,XArbitraryCorrectedZVertical,0.04265048645126517,0.002814800063836114,-0.004423664,0.9990762870869975,0.006001743022352457,-0.085197277,-0.996345997,-10.2416935,29.88039398193359,-28.57589722,-1,2
2025-01-19T19:42:47.268+08:00,25,1309835.608787542,-0.00875347,0.00585991679102978,0.08494039118648672,-0.0185473,-0.008573785,-0.000339583,-0.02691111,0.0045008584856987,0.005853354930877686,XArbitraryCorrectedZVertical,0.04246965304263303,0.00274146066562161,-0.004248358,0.9990849510301609,0.005838756915181875,-0.084838286,-0.996377647,-10.3645153,29.7512092590332,-28.4861145,-1,2
2025-01-19T19:42:47.298+08:00,26,1309835.639014542,-0.008925358,0.005272149126880111,0.08461150307293246,0.003239064710214734,-0.02157807,-0.002178907,-0.019337092,-0.000160336,-0.004430473,XArbitraryCorrectedZVertical,0.04230431928969094,0.002444947290000559,-0.004347169,0.9990922995359022,0.005253264214843512,-0.08451058,-0.996408761,-10.27435875,29.95561218261719,-28.47796631,-1,2
2025-01-19T19:42:47.331+08:00,27,1309835.669242542,-0.008764128,0.004628094256526009,0.08479858488756951,0.003587150014936924,-0.00656236,0.006241110619157553,-0.017657677,0.001948677003383636,0.008923530578613281,XArbitraryCorrectedZVertical,0.04239619756594339,0.002126203401005161,-0.004280016,0.9990895219107488,0.004611447919160128,-0.084696993,-0.996396065,-10.13463783,29.8572883605957,-28.77163696,-1,2
2025-01-19T19:42:47.358+08:00,28,1309835.699470542,-0.008902002,0.004232289885868303,0.08394674044487284,-0.05361332,-0.017547926,-0.014411671,-0.021764947,0.003052987158298492,0.01746571063995361,XArbitraryCorrectedZVertical,0.04196994906839209,0.001927491037986447,-0.004358262,0.9991074785927934,0.004217373672872782,-0.083848178,-0.996469617,-9.941270828,30.56097793579102,-28.91011047,-1,2
2025-01-19T19:42:47.389+08:00,29,1309835.729697542,-0.009470352,0.003846480327295683,0.08250283597125015,-0.034095306,0.007551279850304127,-0.009920742,-0.015521585,-0.006915584,0.0001922845840454102,XArbitraryCorrectedZVertical,0.04124828003874186,0.001726305061950429,-0.004651808,0.9991366068351262,0.003833387279883027,-0.08240927,-0.99659121,-10.32515526,31.13499450683594,-28.74354553,-1,2
2025-01-19T19:42:47.418+08:00,30,1309835.759925542,-0.009138089,0.003875156597053829,0.08194188433618585,-0.010256135,0.01013504061847925,0.02259137667715549,-0.013536182,-0.007489897,-0.004522502,XArbitraryCorrectedZVertical,0.04096781818707785,0.001748786074518141,-0.004485824,0.9991489516982194,0.00386214442551136,-0.081850216,-0.996637166,-9.965379715,31.30147933959961,-29.10668945,-1,2
2025-01-19T19:42:47.451+08:00,31,1309835.790153542,-0.008660697,0.004238165600205333,0.08158337703543449,-0.023364693,0.01431661751121283,0.003537446260452271,-0.025311667,0.003566369414329529,0.002524316310882568,XArbitraryCorrectedZVertical,0.04078906704958014,0.001940706107847305,-0.004240306,0.9991570086808059,0.004224056378006935,-0.081492908,-0.996665001,-10.3026123,31.80450057983398,-29.18615723,-1,2
2025-01-19T19:42:47.479+08:00,32,1309835.820380542,-0.008833954,0.004004325862928937,0.08043171809788191,-0.033781923,-0.024311744,-0.005656216,-0.01931116,-0.000389136,-0.010900795,XArbitraryCorrectedZVertical,0.04021338072054526,0.0018229394281769,-0.004332886,0.9991801184461626,0.003991369623690844,-0.080345027,-0.996759117,-10.2219696,32.38514709472656,-29.63865662,-1,2
2025-01-19T19:42:47.509+08:00,33,1309835.850608542,-0.008770904,0.003886655358617587,0.08067660568574497,0.04460945352911949,0.03519640117883682,0.009990701451897621,-0.018476631,0.004615709185600281,-0.014749944,XArbitraryCorrectedZVertical,0.04033541771421454,0.001764874180820023,-0.004303494,0.9991753172059068,0.003874003887176514,-0.080589116,-0.996739864,-10.07375908,32.54015731811523,-29.25946045,-1,2
2025-01-19T19:42:47.539+08:00,34,1309835.880835542,-0.00856676,0.004459395504243601,0.08185350525378157,0.009945639409124851,-0.012809401,-0.004092205,-0.022266682,0.006933137774467468,0.009093165397644043,XArbitraryCorrectedZVertical,0.04092439349483355,0.002052553424672539,-0.004188541,0.9991513650479903,0.00444445013999939,-0.081762135,-0.996641934,-10.06755447,32.96991729736328,-29.49307251,-1,2
